cliente_id,edad,antiguedad,prima_mensual,numero_siniestros,numero_reclamos,renovaciones,abandona
773,61,23,449.0,4,3,25,0
774,32,6,180.12,0,0,4,0
775,65,1,278.3,0,1,2,0
776,26,2,252.75,0,1,4,1
777,57,23,269.21,0,0,24,0
778,54,2,112.76,0,1,1,0
779,56,20,79.2,0,6,22,0
780,69,14,306.81,1,4,13,0
781,41,4,357.94,2,0,2,1
782,57,4,400.13,2,0,2,1
783,48,0,196.11,2,0,2,0
784,34,15,306.76,5,2,13,0
785,75,21,270.18,0,0,20,0
786,57,8,90.17,1,0,9,0
787,60,21,206.88,0,0,22,0
788,42,16,441.11,0,0,18,0
789,29,3,260.25,1,4,1,1
790,51,9,196.76,0,0,9,0
791,40,20,184.88,5,6,20,0
792,58,8,403.9,3,3,6,0
793,35,7,127.65,3,2,5,0
794,51,21,302.73,1,0,20,0
795,45,9,415.7,0,1,8,0
796,55,17,329.94,0,0,19,0
797,45,24,125.16,3,4,24,0
798,52,23,114.99,0,4,21,0
799,74,13,435.25,0,2,13,1
800,30,1,119.99,0,6,3,1
801,54,19,157.75,0,2,19,0
802,67,15,120.95,2,1,15,0
803,42,15,250.06,0,0,16,0
804,18,0,431.08,0,2,0,1
805,22,1,422.3,5,4,2,1
806,73,14,407.28,1,3,16,0
807,42,23,188.9,1,2,25,0
808,59,22,369.03,1,1,20,0
809,33,12,443.86,0,1,10,1
810,46,12,406.07,2,0,11,0
811,57,1,332.18,3,1,2,1
812,50,3,138.31,1,4,5,1
813,44,10,241.34,0,2,9,0
814,23,2,193.15,1,2,1,0
815,25,1,113.38,1,1,3,0
816,64,25,440.57,1,0,27,0
817,67,5,416.66,1,2,4,1
818,27,2,362.28,0,0,3,1
819,29,1,411.45,4,0,1,1
820,49,15,276.53,0,4,14,0
821,60,15,242.42,1,2,13,0
822,53,8,305.51,1,3,6,1
823,21,2,83.95,2,2,4,0
824,23,0,111.38,5,0,0,0
825,62,22,296.09,2,0,23,0
826,41,1,105.39,0,1,2,0
827,66,13,390.46,0,1,11,0
828,35,10,270.28,1,2,12,1
829,54,23,442.15,1,0,25,0
830,63,9,232.28,2,0,11,0
831,40,4,303.43,1,2,5,0
832,29,9,158.43,0,0,7,0
833,58,25,114.81,2,3,26,0
834,39,11,282.96,1,0,10,0
835,34,2,186.95,1,1,0,1
836,39,10,220.5,1,5,9,1
837,71,10,420.47,1,1,8,0
838,48,4,308.34,3,1,4,0
839,70,13,422.56,0,1,15,0
840,38,17,273.64,0,2,17,0
841,27,4,389.48,0,1,6,0
842,54,19,218.04,1,4,19,0
843,38,1,173.17,0,4,1,0
844,37,6,269.54,0,1,4,0
845,23,3,262.28,2,4,2,1
846,48,23,402.07,0,1,21,0
847,51,21,447.23,0,0,22,0
848,51,3,71.56,3,2,5,0
849,39,14,407.89,0,3,14,1
850,66,9,312.76,0,0,9,0
851,38,14,325.03,0,0,12,1
852,57,17,265.34,0,1,17,0
853,63,25,177.64,0,0,27,0
854,52,14,89.28,0,4,12,0
855,21,0,232.06,0,2,2,0
856,62,22,239.42,0,1,21,0
857,60,25,272.72,4,3,26,0
858,23,5,247.94,1,2,6,0
859,32,2,397.22,1,4,3,1
860,60,10,369.74,3,1,8,1
861,25,5,251.89,2,0,5,0
862,26,8,109.11,2,3,8,0
863,22,2,272.44,0,1,4,1
864,28,7,215.85,0,3,9,0
865,45,18,369.18,1,0,16,0
866,63,18,387.96,0,2,18,0
867,70,14,136.95,4,0,12,0
868,56,24,381.55,0,2,22,0
869,70,4,407.16,3,2,2,0
870,60,4,242.13,0,2,5,0
871,61,10,183.9,2,2,11,0
872,40,2,291.44,1,1,1,0
873,21,2,412.41,4,0,4,0
874,40,3,397.27,3,0,5,1
875,38,12,224.29,1,0,11,0
876,30,8,216.15,3,3,7,0
877,73,21,117.71,0,2,20,0
878,49,21,235.96,5,0,22,0
879,75,25,334.25,3,2,26,0
880,53,14,216.19,0,1,12,0
881,72,23,159.96,1,1,25,0
882,20,0,285.9,2,0,1,0
883,23,1,347.47,1,3,1,1
884,23,4,408.17,0,1,2,0
885,52,25,290.26,1,4,27,0
886,48,14,264.81,1,2,15,0
887,69,9,179.9,0,4,9,0
888,54,8,93.34,1,0,6,0
889,36,0,178.99,0,1,0,0
890,57,8,174.58,0,2,10,0
891,55,23,127.43,1,3,23,0
892,33,15,138.71,1,0,13,0
893,56,4,388.29,2,1,5,1
894,46,23,312.28,0,2,23,0
895,34,3,89.96,1,1,4,0
896,66,17,158.79,1,1,17,0
897,73,13,74.51,3,1,13,0
898,61,1,107.0,1,1,2,0
899,59,8,197.29,0,0,10,0
900,67,21,354.65,2,2,20,0
901,61,22,447.42,0,0,20,0
902,18,0,107.13,0,1,0,0
903,34,6,82.94,1,0,8,0
904,71,6,431.19,1,2,4,1
905,56,4,212.86,2,2,3,0
906,62,5,166.27,1,5,6,0
907,35,13,333.04,1,3,13,1
908,22,2,365.3,0,1,0,1
909,70,8,137.61,0,6,7,0
910,29,10,256.98,0,3,9,0
911,24,3,341.85,0,0,5,0
912,67,14,77.13,1,2,12,0
913,60,12,171.25,2,4,14,1
914,63,24,256.46,1,3,22,0
915,18,0,432.58,2,1,2,1
916,40,10,329.1,0,2,8,0
917,72,10,100.57,1,3,9,0
918,20,1,321.08,0,1,0,0
919,40,15,102.25,1,2,14,0
920,19,0,255.91,0,1,0,0
921,71,25,240.74,5,0,23,0
922,64,1,224.09,0,2,3,0
923,61,17,126.6,1,4,15,0
924,49,20,77.24,3,2,19,0
925,26,0,135.45,0,0,0,0
926,28,9,94.3,2,0,11,0
927,32,1,375.69,1,3,2,1
928,61,18,277.44,0,5,17,0
929,55,5,197.49,0,0,6,0
930,41,17,132.7,0,2,16,0
931,72,20,302.73,2,0,21,0
932,18,0,421.93,2,2,0,1
933,69,25,363.57,1,0,25,0
934,44,7,426.47,1,0,6,0
935,57,2,308.33,2,1,0,0
936,30,1,444.91,4,2,3,1
937,47,24,308.06,0,0,22,0
938,61,15,259.06,0,4,13,0
939,36,6,235.18,0,3,7,1
940,65,1,421.45,0,3,2,1
941,22,1,344.13,1,1,0,0
942,75,10,157.42,0,0,9,0
943,73,6,212.7,0,1,7,1
944,45,4,152.14,1,0,4,0
945,64,6,310.17,4,0,5,1
946,54,1,176.63,0,1,2,0
947,39,7,406.84,1,3,9,0
948,54,17,394.9,0,3,18,0
949,31,9,249.93,1,0,10,0
950,33,7,194.37,1,4,9,0
951,54,0,228.75,0,7,2,1
952,51,12,252.12,2,3,13,0
953,23,4,356.17,1,1,3,1
954,36,7,316.1,0,1,7,1
955,47,18,353.97,0,1,17,0
956,43,5,370.15,0,1,3,0
957,22,3,409.51,0,0,4,0
958,62,19,276.13,2,3,17,0
959,39,1,265.6,3,1,0,1
960,41,14,305.27,0,0,16,0
961,53,22,363.96,0,1,24,0
962,48,23,426.88,1,5,22,0
963,66,7,191.78,3,1,8,0
964,22,2,201.19,1,1,0,0
965,52,21,383.64,3,1,21,0
966,62,25,441.67,3,0,26,0
967,43,5,179.58,4,0,5,0
968,27,7,127.19,0,5,5,0
969,61,17,424.05,1,1,15,0
970,22,0,401.28,0,5,0,1
971,39,20,315.5,0,2,22,0
972,46,14,185.55,0,3,13,0
973,32,7,211.32,0,3,6,0
974,47,5,305.08,0,1,4,0
975,71,22,333.29,1,0,21,0
976,38,18,118.06,0,0,20,0
977,60,10,441.65,0,1,9,0
978,25,0,223.73,1,0,1,0
979,27,0,438.66,1,1,0,1
980,36,18,323.42,2,2,19,0
981,25,7,412.07,0,1,7,1
982,57,7,239.47,0,0,6,0
983,32,12,425.55,0,0,14,0
984,61,21,433.9,4,1,22,0
985,56,16,428.49,3,1,15,0
986,45,11,216.72,0,1,11,0
987,73,17,103.29,2,1,18,0
988,36,5,376.16,4,1,6,1
989,55,19,102.71,0,1,21,0
990,22,4,357.32,0,1,4,0
991,53,14,339.89,2,0,13,0
992,36,17,256.42,2,0,19,0
993,53,23,246.11,0,0,23,0
994,58,20,249.57,1,4,21,0
995,62,20,163.01,0,0,18,0
996,41,18,252.58,1,0,19,0
997,70,3,211.82,2,0,3,0
998,21,1,191.48,3,0,0,1
999,41,13,311.77,4,0,13,0
1000,22,4,143.65,1,3,6,0
