siniestro_id,antiguedad_vehiculo,valor_vehiculo,severidad,tipo_siniestro,piezas_afectadas,requiere_grua,combustible,costo_reparacion
444,2,116371,Media,Robo_Parcial,2,0,Electrico,12231.68
445,6,90560,Leve,Robo_Parcial,4,0,Gasolina,7691.15
446,18,106680,Leve,Colision,2,0,Gasolina,6232.33
447,8,108558,Media,Robo_Parcial,3,0,Diesel,11989.93
448,2,142808,Leve,Colision,1,0,Hibrido,7047.5
449,16,117341,Leve,Colision,3,0,Gasolina,7025.55
450,6,122428,Leve,Choque_Multiple,4,1,Gasolina,11343.06
451,14,173758,Media,Volcadura,4,0,Gasolina,16632.61
452,3,172051,Leve,Robo_Parcial,5,1,Hibrido,10816.06
453,13,139086,Leve,Colision,4,0,Electrico,12573.44
454,13,56263,Leve,Colision,2,0,Gasolina,6834.9
455,18,26218,Grave,Colision,10,1,Hibrido,19279.96
456,16,35255,Leve,Colision,1,0,Gasolina,5394.9
457,10,115655,Leve,Robo_Parcial,2,0,Diesel,9540.98
458,14,154325,Grave,Inundacion,10,1,Gasolina,25850.72
459,0,83724,Leve,Colision,4,0,Gasolina,7337.92
460,5,48073,Leve,Inundacion,1,0,Electrico,11150.67
461,1,93075,Grave,Colision,10,1,Gasolina,19706.01
462,12,95755,Media,Inundacion,5,0,Gasolina,14538.27
463,18,133342,Media,Robo_Parcial,4,0,Gasolina,12962.29
464,8,109387,Media,Colision,8,0,Gasolina,14469.22
465,7,78973,Media,Colision,4,0,Gasolina,10123.17
466,12,74261,Media,Colision,7,0,Gasolina,10629.56
467,9,144019,Media,Volcadura,6,0,Gasolina,17646.22
468,14,159601,Leve,Colision,4,0,Electrico,11713.53
469,18,51755,Leve,Volcadura,2,0,Gasolina,9662.96
470,0,149843,Media,Colision,5,1,Gasolina,15150.74
471,4,129052,Media,Colision,7,1,Diesel,14396.84
472,13,75838,Leve,Colision,1,0,Gasolina,4905.81
473,1,90259,Grave,Colision,9,1,Gasolina,18812.88
474,2,164495,Leve,Colision,1,0,Gasolina,5532.65
475,8,154806,Leve,Choque_Multiple,2,0,Diesel,10387.06
476,3,73517,Media,Choque_Multiple,4,0,Gasolina,11494.0
477,10,43207,Leve,Colision,1,0,Gasolina,5482.49
478,0,71534,Grave,Volcadura,10,1,Gasolina,24806.95
479,11,149211,Media,Colision,6,0,Gasolina,13792.05
480,9,84844,Media,Colision,6,0,Diesel,12375.53
481,14,153624,Media,Inundacion,5,0,Gasolina,17518.38
482,11,103940,Media,Volcadura,6,0,Gasolina,14423.07
483,3,95762,Media,Choque_Multiple,10,0,Diesel,16442.96
484,4,118636,Media,Colision,5,0,Diesel,8723.79
485,6,124032,Media,Inundacion,7,0,Gasolina,15102.34
486,16,70862,Leve,Robo_Parcial,4,0,Electrico,9630.04
487,9,74957,Leve,Robo_Parcial,1,0,Gasolina,7480.75
488,11,100604,Leve,Colision,3,0,Gasolina,7069.33
489,9,171313,Media,Colision,5,1,Gasolina,15755.03
490,9,57357,Leve,Colision,1,1,Gasolina,6517.09
491,11,99256,Media,Colision,8,0,Diesel,13400.08
492,4,76570,Leve,Inundacion,2,0,Gasolina,9176.51
493,12,135772,Leve,Inundacion,6,0,Gasolina,11906.93
494,13,109536,Media,Colision,6,0,Gasolina,11720.5
495,9,47438,Leve,Inundacion,1,0,Hibrido,9082.84
496,3,61335,Media,Choque_Multiple,3,0,Gasolina,10399.28
497,14,135233,Grave,Colision,9,1,Diesel,20912.2
498,2,61853,Media,Colision,6,1,Gasolina,12837.4
499,18,101898,Leve,Volcadura,4,0,Diesel,14346.9
500,16,145644,Grave,Colision,8,1,Gasolina,23677.1
501,3,101172,Media,Choque_Multiple,6,0,Gasolina,12844.31
502,1,78756,Media,Robo_Parcial,6,0,Diesel,11991.01
503,4,103877,Media,Choque_Multiple,9,0,Gasolina,14582.22
504,2,25009,Leve,Volcadura,1,1,Gasolina,8757.22
505,16,141343,Leve,Inundacion,2,0,Gasolina,12492.69
506,17,93228,Media,Robo_Parcial,7,0,Diesel,13182.34
507,5,62142,Media,Robo_Parcial,7,0,Gasolina,14007.31
508,9,100877,Media,Inundacion,3,0,Diesel,13761.45
509,3,146625,Leve,Colision,4,0,Gasolina,8578.32
510,9,33934,Media,Volcadura,5,0,Electrico,15694.46
511,14,145153,Leve,Inundacion,1,0,Gasolina,12250.87
512,16,127399,Media,Colision,7,0,Gasolina,15141.02
513,4,97965,Media,Robo_Parcial,6,0,Gasolina,12284.0
514,15,72284,Media,Inundacion,6,1,Gasolina,14764.27
515,18,116251,Media,Volcadura,6,0,Gasolina,17508.45
516,3,155923,Grave,Colision,9,1,Hibrido,18122.55
517,7,52638,Grave,Colision,11,1,Gasolina,18512.9
518,2,41233,Media,Colision,6,0,Gasolina,9815.93
519,0,70630,Leve,Choque_Multiple,1,0,Gasolina,8497.99
520,8,153739,Leve,Colision,3,0,Hibrido,9795.93
521,6,47549,Media,Robo_Parcial,5,0,Hibrido,11128.79
522,11,131961,Media,Volcadura,4,0,Diesel,17585.74
523,16,155069,Leve,Colision,3,0,Hibrido,8695.79
524,4,42604,Leve,Robo_Parcial,4,1,Gasolina,6941.45
525,3,55913,Media,Colision,5,0,Gasolina,9860.9
526,8,127347,Media,Colision,9,1,Gasolina,13305.03
527,16,156084,Leve,Robo_Parcial,1,0,Electrico,9603.46
528,8,32858,Leve,Colision,4,1,Gasolina,9354.36
529,10,41339,Leve,Colision,6,0,Diesel,7444.58
530,1,115661,Grave,Inundacion,7,1,Gasolina,20398.64
531,17,150507,Grave,Colision,9,1,Gasolina,21397.94
532,11,138119,Media,Choque_Multiple,6,0,Gasolina,14164.51
533,6,165033,Media,Colision,5,0,Gasolina,12368.54
534,12,57830,Leve,Colision,4,0,Electrico,9731.46
535,11,117219,Leve,Colision,4,0,Gasolina,8643.34
536,17,173910,Leve,Choque_Multiple,3,1,Gasolina,11439.7
537,14,72341,Leve,Colision,1,0,Gasolina,4273.58
538,12,150488,Media,Robo_Parcial,9,0,Diesel,17719.67
539,11,82746,Leve,Colision,1,0,Gasolina,6683.92
540,8,108586,Media,Colision,9,0,Diesel,15165.23
541,8,45564,Leve,Colision,4,0,Gasolina,6422.47
542,11,62214,Leve,Colision,1,0,Gasolina,5884.01
543,1,95857,Leve,Colision,3,0,Gasolina,6029.94
544,15,29941,Grave,Colision,10,1,Gasolina,19364.36
545,13,164589,Leve,Colision,1,1,Gasolina,8248.46
546,10,93821,Media,Robo_Parcial,6,0,Gasolina,11860.61
547,13,39973,Media,Robo_Parcial,9,0,Electrico,14818.05
548,17,146504,Leve,Choque_Multiple,3,0,Gasolina,9685.36
549,7,59569,Grave,Colision,8,1,Electrico,18767.32
550,17,102548,Leve,Colision,1,0,Diesel,6174.07
551,0,57586,Leve,Robo_Parcial,4,0,Gasolina,5237.22
552,0,147274,Leve,Colision,1,0,Gasolina,5121.85
553,2,97468,Grave,Robo_Parcial,11,1,Gasolina,20811.41
554,8,93037,Grave,Colision,8,1,Gasolina,18233.9
555,1,85993,Leve,Colision,1,0,Gasolina,2920.94
556,7,40941,Grave,Inundacion,9,1,Hibrido,22280.03
557,11,166673,Media,Robo_Parcial,5,0,Gasolina,14254.65
558,7,78488,Leve,Colision,3,0,Hibrido,6412.85
559,4,31473,Leve,Choque_Multiple,2,0,Gasolina,7282.18
560,9,33167,Leve,Colision,6,1,Gasolina,7521.63
561,10,158902,Media,Choque_Multiple,6,0,Gasolina,13396.46
562,18,33545,Media,Colision,6,0,Electrico,11390.78
563,7,173216,Media,Robo_Parcial,4,0,Hibrido,13629.14
564,16,38482,Media,Robo_Parcial,4,0,Gasolina,10704.22
565,7,111162,Leve,Choque_Multiple,1,0,Gasolina,8580.94
566,7,141656,Media,Volcadura,4,0,Hibrido,17458.16
567,15,85384,Leve,Colision,1,1,Gasolina,6059.14
568,13,178290,Media,Robo_Parcial,6,1,Gasolina,14898.19
569,16,63901,Media,Robo_Parcial,6,0,Gasolina,10349.76
570,3,134740,Leve,Robo_Parcial,5,1,Gasolina,9783.67
571,13,31273,Media,Inundacion,8,0,Hibrido,17960.75
572,11,58411,Leve,Robo_Parcial,2,0,Hibrido,7026.97
573,18,53251,Grave,Colision,9,1,Gasolina,18234.04
574,13,142900,Media,Colision,6,0,Diesel,11878.58
575,18,158529,Leve,Volcadura,1,0,Gasolina,11591.38
576,14,71326,Media,Robo_Parcial,6,0,Gasolina,12520.26
577,18,160706,Grave,Robo_Parcial,10,1,Gasolina,22212.05
578,10,71770,Grave,Colision,13,1,Diesel,21158.72
579,13,161088,Leve,Volcadura,2,0,Gasolina,13418.14
580,15,140059,Leve,Colision,4,0,Gasolina,8863.5
581,7,98040,Leve,Colision,4,1,Hibrido,7852.0
582,17,166011,Media,Colision,6,0,Electrico,15593.88
583,18,136805,Media,Robo_Parcial,6,1,Diesel,14846.73
584,3,141498,Grave,Colision,10,1,Gasolina,20962.7
585,3,117725,Media,Choque_Multiple,6,1,Gasolina,14955.88
586,14,159439,Media,Colision,4,1,Gasolina,11179.89
587,16,108237,Leve,Robo_Parcial,4,0,Diesel,8446.35
588,7,60880,Media,Volcadura,6,0,Gasolina,16012.61
589,5,155213,Leve,Colision,6,0,Diesel,8415.85
590,0,138854,Leve,Robo_Parcial,3,0,Gasolina,8870.53
591,12,178065,Leve,Colision,1,0,Hibrido,8207.55
592,9,152155,Media,Robo_Parcial,4,0,Gasolina,11972.98
593,9,134994,Grave,Colision,9,1,Gasolina,19874.65
594,10,54762,Leve,Colision,5,0,Hibrido,10093.98
595,13,86567,Leve,Colision,3,0,Gasolina,9289.49
596,10,93578,Media,Colision,6,0,Gasolina,10879.83
597,15,82395,Leve,Choque_Multiple,2,0,Gasolina,9366.85
598,6,53918,Grave,Robo_Parcial,8,1,Gasolina,19881.39
599,0,124401,Leve,Choque_Multiple,5,0,Diesel,9303.3
600,16,80171,Leve,Colision,4,0,Gasolina,9080.24
601,5,123010,Leve,Colision,2,1,Gasolina,5011.1
602,16,51875,Media,Choque_Multiple,7,1,Diesel,15306.89
603,7,33854,Leve,Colision,3,1,Diesel,5185.99
604,8,47260,Leve,Colision,2,1,Diesel,4768.76
605,17,64805,Leve,Robo_Parcial,1,0,Diesel,8247.58
606,13,159310,Media,Colision,5,0,Gasolina,13123.54
607,12,101346,Leve,Colision,1,0,Diesel,6933.08
608,16,89124,Leve,Inundacion,2,0,Diesel,7761.8
609,14,83736,Media,Colision,6,0,Gasolina,10875.32
610,9,112145,Leve,Robo_Parcial,4,0,Electrico,11395.13
611,18,90527,Leve,Colision,4,0,Diesel,7492.26
612,1,154346,Leve,Colision,2,0,Gasolina,7610.75
613,13,26460,Leve,Colision,1,0,Electrico,5785.19
614,7,109367,Media,Colision,3,0,Hibrido,10406.81
615,13,45317,Leve,Choque_Multiple,4,0,Gasolina,10192.08
616,3,35239,Grave,Colision,7,1,Gasolina,15409.8
617,17,134614,Leve,Colision,1,0,Diesel,7933.67
618,16,109511,Media,Colision,5,0,Gasolina,11647.13
619,11,161152,Media,Colision,6,0,Electrico,16180.13
620,4,68054,Media,Volcadura,7,1,Gasolina,16837.58
621,0,106747,Media,Colision,7,1,Diesel,13976.05
622,5,42503,Leve,Robo_Parcial,3,0,Gasolina,8016.21
623,13,178214,Media,Colision,6,0,Diesel,11808.39
624,6,45309,Media,Colision,6,0,Gasolina,11250.96
625,16,178961,Media,Colision,2,0,Electrico,12430.63
626,15,79868,Leve,Choque_Multiple,3,0,Gasolina,8874.11
627,5,149640,Grave,Colision,9,1,Gasolina,20123.05
628,14,136517,Media,Colision,5,0,Gasolina,12572.08
629,12,149381,Leve,Volcadura,2,0,Gasolina,12551.56
630,5,97807,Media,Volcadura,4,0,Diesel,14478.15
631,17,139141,Media,Colision,8,0,Gasolina,13208.76
632,13,81041,Media,Volcadura,7,0,Electrico,18230.28
633,0,76337,Leve,Robo_Parcial,4,1,Gasolina,8412.86
634,8,156804,Grave,Robo_Parcial,10,1,Gasolina,22474.14
635,1,91332,Leve,Colision,2,0,Gasolina,5569.49
636,14,153529,Leve,Choque_Multiple,1,1,Gasolina,8942.55
637,4,71375,Grave,Colision,6,1,Gasolina,17619.96
638,1,107375,Leve,Robo_Parcial,4,0,Gasolina,8167.01
639,10,69358,Grave,Robo_Parcial,11,1,Electrico,22421.29
640,12,134151,Grave,Robo_Parcial,12,1,Gasolina,24226.5
641,8,47011,Leve,Colision,1,0,Diesel,3865.03
642,0,106569,Leve,Colision,1,0,Gasolina,6491.12
643,14,48111,Leve,Colision,2,0,Electrico,6779.26
644,5,27736,Leve,Colision,5,0,Hibrido,8323.21
645,6,59795,Leve,Colision,2,0,Gasolina,6261.12
646,6,96512,Grave,Colision,8,1,Gasolina,20237.09
647,15,118101,Media,Colision,4,0,Hibrido,11563.17
648,1,178412,Leve,Robo_Parcial,3,0,Hibrido,11715.14
649,9,79380,Leve,Inundacion,1,0,Gasolina,8138.49
650,6,92689,Leve,Colision,4,0,Gasolina,6793.88
651,14,178831,Leve,Robo_Parcial,1,0,Gasolina,6919.27
652,11,27070,Leve,Colision,1,0,Gasolina,6457.86
653,5,147379,Media,Choque_Multiple,3,0,Diesel,13361.87
654,12,149144,Grave,Colision,8,1,Diesel,21255.37
655,9,35519,Grave,Volcadura,9,1,Gasolina,20094.5
656,13,136645,Media,Inundacion,5,0,Hibrido,16850.81
657,16,77025,Grave,Robo_Parcial,11,1,Diesel,23372.38
658,1,48697,Leve,Choque_Multiple,3,0,Gasolina,5945.79
659,4,77535,Grave,Colision,10,1,Gasolina,19716.44
660,2,89155,Leve,Robo_Parcial,3,1,Gasolina,8063.3
661,17,128297,Media,Inundacion,4,0,Diesel,13773.73
662,3,126600,Leve,Choque_Multiple,5,0,Hibrido,12585.02
663,13,128245,Media,Colision,3,1,Hibrido,10257.01
664,5,86645,Leve,Colision,4,0,Hibrido,6752.64
665,7,61196,Media,Colision,5,0,Gasolina,10816.3
666,4,99701,Leve,Robo_Parcial,1,0,Gasolina,6467.18
667,12,160619,Grave,Colision,11,1,Gasolina,23274.52
668,12,28204,Leve,Colision,1,1,Diesel,5657.15
669,12,135744,Media,Colision,5,0,Hibrido,14853.93
670,14,156612,Leve,Colision,1,0,Diesel,8986.92
671,13,164385,Media,Volcadura,6,0,Diesel,18419.09
672,8,76803,Media,Robo_Parcial,7,0,Gasolina,12134.19
673,15,145651,Leve,Volcadura,2,0,Gasolina,11531.57
674,0,167278,Leve,Colision,1,0,Gasolina,7226.01
675,3,118649,Media,Robo_Parcial,5,0,Gasolina,12614.65
676,4,154355,Leve,Colision,5,0,Hibrido,9870.03
677,16,174177,Media,Colision,5,0,Diesel,14306.14
678,3,125116,Media,Choque_Multiple,4,0,Gasolina,13825.9
679,5,92333,Media,Choque_Multiple,9,0,Diesel,16641.03
680,18,93413,Grave,Robo_Parcial,6,1,Diesel,18919.05
681,1,123103,Media,Colision,7,0,Gasolina,12190.51
682,16,36991,Media,Inundacion,5,0,Gasolina,13053.82
683,13,59017,Leve,Colision,3,1,Gasolina,5976.63
684,10,82948,Leve,Colision,2,0,Diesel,4522.76
685,10,166939,Leve,Inundacion,4,0,Gasolina,12751.84
686,14,155803,Leve,Choque_Multiple,2,1,Hibrido,10899.36
687,2,152543,Media,Colision,7,0,Gasolina,16338.02
688,10,143357,Media,Colision,5,0,Gasolina,11934.46
689,0,99419,Media,Colision,6,1,Gasolina,14655.34
690,3,50422,Leve,Colision,4,0,Diesel,7131.6
691,12,169197,Leve,Choque_Multiple,1,0,Gasolina,10063.84
692,3,108302,Media,Robo_Parcial,6,0,Gasolina,13728.01
693,14,66148,Grave,Colision,8,1,Gasolina,19892.74
694,14,70159,Media,Colision,4,0,Gasolina,9911.04
695,0,83770,Leve,Robo_Parcial,5,0,Electrico,9982.75
696,10,90520,Leve,Robo_Parcial,1,1,Gasolina,5059.22
697,12,169718,Media,Colision,7,0,Gasolina,13812.51
698,15,77372,Leve,Colision,3,0,Gasolina,6690.94
699,14,88408,Media,Inundacion,5,0,Gasolina,14814.25
700,5,89189,Media,Inundacion,6,0,Hibrido,15674.35
701,15,126008,Leve,Colision,2,1,Diesel,10514.01
702,17,31218,Leve,Volcadura,6,0,Diesel,13584.23
703,1,120256,Leve,Inundacion,1,0,Gasolina,8115.81
704,8,176994,Media,Colision,6,0,Hibrido,15525.07
705,15,80072,Leve,Colision,2,0,Diesel,5719.04
706,8,114769,Leve,Colision,3,0,Gasolina,5755.84
707,4,63803,Media,Colision,7,0,Gasolina,10505.15
708,5,173803,Media,Colision,4,0,Diesel,12662.9
709,4,101633,Grave,Colision,9,1,Gasolina,21331.44
710,4,178153,Leve,Colision,1,0,Gasolina,7069.42
711,5,115233,Media,Robo_Parcial,3,0,Hibrido,11875.91
712,5,162687,Media,Colision,4,1,Gasolina,13799.42
713,6,83801,Leve,Robo_Parcial,2,0,Gasolina,6273.37
714,18,28198,Grave,Volcadura,9,1,Gasolina,21698.68
715,6,120305,Media,Colision,7,1,Gasolina,14349.02
716,17,165962,Grave,Inundacion,11,1,Gasolina,26751.26
717,8,72889,Media,Robo_Parcial,6,0,Gasolina,13925.44
718,8,169697,Leve,Choque_Multiple,2,0,Gasolina,7229.79
719,9,40955,Leve,Colision,3,1,Hibrido,6421.43
720,1,108586,Media,Colision,4,0,Gasolina,10430.38
721,18,81359,Media,Colision,7,0,Diesel,13350.2
722,14,76065,Media,Robo_Parcial,6,0,Gasolina,9366.59
723,8,154133,Media,Colision,4,0,Gasolina,11925.17
724,17,90279,Leve,Robo_Parcial,1,1,Diesel,8366.46
725,5,152816,Leve,Volcadura,1,0,Diesel,11234.77
726,9,49790,Grave,Colision,8,1,Gasolina,16772.91
727,3,85765,Leve,Colision,2,1,Gasolina,7850.54
728,6,174686,Media,Colision,6,0,Gasolina,14455.31
729,5,110375,Grave,Inundacion,7,1,Diesel,20184.38
730,8,84958,Grave,Colision,10,1,Gasolina,19074.14
731,10,117781,Media,Colision,5,0,Gasolina,13164.09
732,12,39498,Grave,Colision,11,1,Diesel,17270.35
733,0,78008,Leve,Choque_Multiple,2,0,Diesel,8338.04
734,10,171294,Media,Colision,6,0,Gasolina,14937.76
735,7,67052,Leve,Colision,2,0,Gasolina,4416.01
736,12,152674,Leve,Inundacion,2,1,Gasolina,11920.7
737,17,121848,Leve,Colision,1,1,Electrico,9990.01
738,13,64786,Grave,Robo_Parcial,7,1,Gasolina,18080.98
739,10,175138,Media,Robo_Parcial,2,0,Gasolina,11345.94
740,2,107303,Grave,Colision,9,1,Gasolina,17364.76
741,10,147768,Leve,Colision,4,0,Gasolina,11734.88
742,0,61770,Leve,Colision,1,1,Gasolina,5978.91
743,16,122904,Leve,Colision,5,0,Diesel,10094.79
744,15,99094,Media,Robo_Parcial,5,0,Diesel,11616.95
745,17,66477,Media,Volcadura,9,0,Electrico,21175.42
746,2,137970,Media,Colision,10,1,Gasolina,13528.34
747,5,175791,Leve,Robo_Parcial,1,0,Gasolina,6210.77
748,18,102021,Leve,Volcadura,4,0,Gasolina,12977.43
749,7,178190,Media,Colision,3,0,Gasolina,12057.19
750,11,176219,Leve,Choque_Multiple,3,1,Gasolina,12276.92
751,1,58377,Media,Inundacion,5,0,Gasolina,13960.59
752,9,67805,Leve,Colision,4,0,Gasolina,6811.75
753,14,57272,Grave,Colision,6,1,Diesel,18006.27
754,12,37901,Leve,Colision,3,0,Gasolina,7078.75
755,5,157829,Grave,Choque_Multiple,11,1,Gasolina,24802.48
756,15,118949,Media,Colision,7,0,Gasolina,16541.78
757,8,158361,Leve,Colision,6,0,Hibrido,11314.36
758,11,119474,Grave,Volcadura,6,1,Gasolina,23366.59
759,2,127153,Grave,Colision,12,1,Hibrido,22060.92
760,1,61893,Grave,Colision,11,1,Gasolina,19469.11
761,15,35221,Leve,Choque_Multiple,4,0,Gasolina,7370.36
762,5,134901,Leve,Inundacion,5,0,Gasolina,11826.18
763,3,67565,Leve,Colision,1,0,Diesel,5581.45
764,0,31771,Leve,Volcadura,6,0,Gasolina,11674.91
765,12,162679,Leve,Colision,2,0,Gasolina,8774.45
766,15,146748,Grave,Volcadura,8,1,Gasolina,24593.28
767,0,106639,Media,Volcadura,5,0,Electrico,17766.53
768,3,150249,Media,Volcadura,5,0,Hibrido,16948.57
769,4,84127,Media,Choque_Multiple,5,0,Gasolina,11443.73
770,8,73398,Media,Colision,5,0,Gasolina,9517.29
771,8,59526,Leve,Colision,4,0,Diesel,8570.46
772,12,37587,Media,Inundacion,8,0,Gasolina,15627.19
773,12,109549,Leve,Colision,3,0,Electrico,8766.96
774,12,143516,Grave,Colision,9,1,Diesel,22247.82
775,16,113434,Leve,Volcadura,2,0,Gasolina,13669.67
776,3,114751,Media,Colision,6,1,Gasolina,11627.83
777,3,84539,Grave,Volcadura,11,1,Gasolina,25541.34
778,11,105486,Media,Robo_Parcial,10,0,Gasolina,14738.75
779,16,76086,Leve,Robo_Parcial,3,0,Gasolina,7381.45
780,4,172556,Grave,Robo_Parcial,10,1,Gasolina,21323.79
781,16,68713,Leve,Colision,4,0,Hibrido,9937.84
782,4,166773,Grave,Robo_Parcial,10,1,Electrico,23198.27
783,12,102724,Leve,Robo_Parcial,1,0,Diesel,7964.16
784,9,25092,Leve,Choque_Multiple,2,0,Gasolina,5916.71
785,2,40524,Media,Colision,4,0,Electrico,10629.23
786,7,127560,Media,Robo_Parcial,5,0,Gasolina,13172.49
787,8,61815,Grave,Colision,9,1,Gasolina,16011.61
788,14,62331,Media,Choque_Multiple,6,0,Gasolina,13328.43
789,15,85864,Media,Colision,8,0,Gasolina,14769.94
790,10,96330,Grave,Colision,10,1,Diesel,19800.2
791,13,178348,Leve,Choque_Multiple,4,0,Gasolina,10612.56
792,2,120040,Leve,Volcadura,1,0,Gasolina,10109.64
793,3,98453,Grave,Choque_Multiple,11,1,Gasolina,21169.64
794,8,118496,Leve,Colision,3,0,Gasolina,6726.85
795,8,52253,Grave,Volcadura,7,1,Gasolina,21554.05
796,16,125292,Leve,Colision,4,1,Gasolina,8494.52
797,7,119555,Media,Choque_Multiple,3,0,Gasolina,10813.13
798,14,145781,Media,Robo_Parcial,9,0,Diesel,15837.79
799,0,81633,Media,Colision,6,0,Hibrido,11628.78
800,14,91457,Leve,Robo_Parcial,1,0,Diesel,9566.86
801,10,145115,Media,Robo_Parcial,6,0,Hibrido,14246.1
802,10,130203,Media,Choque_Multiple,6,1,Gasolina,16507.12
803,17,84656,Leve,Colision,3,0,Diesel,7526.49
804,5,125321,Leve,Volcadura,1,0,Gasolina,10498.17
805,5,69182,Leve,Colision,1,0,Gasolina,3687.79
806,17,166100,Leve,Robo_Parcial,3,0,Hibrido,11287.85
807,12,94040,Leve,Colision,2,0,Hibrido,7996.01
808,9,174450,Grave,Colision,10,1,Gasolina,23889.81
809,4,96771,Leve,Colision,2,0,Gasolina,5321.18
810,6,63109,Leve,Colision,5,0,Gasolina,7615.47
811,17,173920,Leve,Colision,1,0,Hibrido,8906.88
812,12,93548,Media,Inundacion,6,0,Hibrido,15505.65
813,7,108926,Media,Colision,5,0,Diesel,10798.3
814,17,176770,Leve,Inundacion,3,0,Gasolina,11519.97
815,7,116315,Media,Robo_Parcial,1,0,Gasolina,8805.88
816,1,145648,Media,Colision,1,0,Gasolina,10196.57
817,17,40085,Grave,Colision,9,1,Gasolina,18507.47
818,8,174357,Leve,Volcadura,5,0,Diesel,14881.79
819,4,128873,Leve,Colision,1,0,Gasolina,5711.36
820,16,131729,Leve,Robo_Parcial,2,1,Gasolina,8709.8
821,11,178995,Leve,Inundacion,1,0,Diesel,10481.61
822,7,72013,Grave,Colision,12,1,Gasolina,19975.97
823,3,130789,Media,Inundacion,4,0,Gasolina,14948.63
824,10,72969,Leve,Colision,2,0,Gasolina,3825.32
825,12,77587,Leve,Inundacion,1,0,Gasolina,8173.47
826,0,40964,Grave,Colision,8,1,Electrico,19079.22
827,16,28297,Leve,Colision,6,0,Hibrido,9415.28
828,5,74409,Media,Colision,1,1,Diesel,8428.51
829,4,123085,Media,Volcadura,4,0,Gasolina,12948.69
830,14,32953,Media,Inundacion,8,1,Electrico,16882.63
831,9,53252,Leve,Colision,1,0,Gasolina,4567.8
832,10,144188,Grave,Robo_Parcial,7,1,Gasolina,20993.11
833,17,42160,Leve,Colision,3,0,Gasolina,8562.24
834,11,40367,Grave,Inundacion,10,1,Diesel,20430.44
835,18,50894,Grave,Colision,7,1,Gasolina,15906.13
836,17,161753,Leve,Robo_Parcial,3,0,Gasolina,10989.65
837,13,130968,Leve,Colision,3,0,Gasolina,8248.33
838,9,155446,Grave,Choque_Multiple,9,1,Gasolina,20800.07
839,1,74303,Grave,Colision,6,1,Gasolina,15180.92
840,10,37571,Media,Colision,5,0,Gasolina,10748.03
841,13,158267,Media,Colision,4,0,Gasolina,13558.71
842,5,83082,Media,Colision,6,0,Gasolina,12044.87
843,12,79009,Grave,Colision,8,1,Diesel,21305.16
844,10,71414,Grave,Volcadura,7,1,Gasolina,23534.29
845,4,89532,Media,Colision,8,0,Hibrido,12809.29
846,9,78707,Grave,Robo_Parcial,11,1,Gasolina,20719.38
847,13,123862,Leve,Inundacion,3,0,Diesel,10452.02
848,12,35957,Media,Colision,5,0,Gasolina,9533.65
849,15,42432,Leve,Colision,4,0,Electrico,8439.14
850,12,99660,Media,Colision,5,1,Hibrido,13177.73
851,6,47676,Media,Colision,10,0,Gasolina,15822.8
852,7,34969,Grave,Colision,9,1,Gasolina,15992.1
853,11,139847,Media,Colision,6,0,Electrico,13146.21
854,6,108341,Leve,Colision,5,0,Gasolina,10198.11
855,14,77599,Grave,Colision,6,1,Gasolina,19350.86
856,7,73224,Media,Colision,5,0,Hibrido,11275.93
857,16,100446,Media,Colision,6,0,Gasolina,12505.92
858,17,29577,Media,Colision,7,1,Gasolina,12227.1
859,7,26547,Leve,Robo_Parcial,4,1,Gasolina,6110.55
860,1,172754,Media,Colision,6,0,Gasolina,11862.05
861,12,142878,Grave,Colision,8,1,Electrico,21852.77
862,14,150600,Grave,Colision,7,1,Gasolina,19547.18
863,5,126830,Grave,Volcadura,9,1,Hibrido,25207.07
864,4,36155,Media,Choque_Multiple,4,0,Hibrido,11311.92
865,11,79552,Grave,Colision,6,1,Gasolina,18214.2
866,12,146508,Leve,Colision,1,0,Gasolina,8179.62
867,6,173999,Leve,Volcadura,1,0,Gasolina,10271.43
868,13,123255,Media,Colision,6,0,Gasolina,13260.92
869,13,38339,Leve,Colision,5,0,Gasolina,6403.43
870,14,31248,Media,Colision,5,0,Gasolina,9495.32
871,4,130349,Media,Choque_Multiple,6,0,Diesel,15066.43
872,15,107893,Media,Choque_Multiple,3,1,Gasolina,13028.13
873,2,47478,Leve,Inundacion,4,1,Electrico,11282.59
874,11,78217,Media,Inundacion,5,0,Gasolina,14731.04
875,14,149541,Leve,Colision,1,1,Hibrido,11030.83
876,5,133838,Leve,Inundacion,1,0,Diesel,10653.84
877,8,90376,Grave,Robo_Parcial,10,1,Diesel,22078.84
878,4,124863,Media,Colision,6,0,Gasolina,10714.22
879,14,178325,Media,Colision,8,0,Gasolina,15602.41
880,10,47284,Grave,Colision,10,1,Gasolina,19837.07
881,4,54090,Grave,Choque_Multiple,7,1,Gasolina,16108.37
882,2,117985,Media,Choque_Multiple,9,0,Gasolina,15737.48
883,8,75337,Media,Inundacion,6,0,Gasolina,14561.84
884,7,105382,Leve,Inundacion,2,0,Diesel,10827.04
885,2,112272,Media,Colision,8,0,Gasolina,12820.32
886,12,77335,Grave,Colision,12,1,Diesel,21929.51
887,10,121152,Media,Volcadura,6,0,Electrico,17466.2
888,8,169803,Leve,Colision,4,0,Hibrido,10776.78
889,10,158376,Grave,Colision,11,1,Gasolina,23581.2
890,5,122881,Leve,Robo_Parcial,3,1,Diesel,9922.22
